Date,hd1,hd2,hd3,hd4,hd5,hd6,hd7,hd8,hd9,hd10,average,Label2,Label3
2020-06-06,"""Soybean-Free"" Period Starts June 15th in Mato Grosso","Conab Lowers Brazil Corn Estimate, Corn Prices Decline in Brazil",Port of Paranagua Exports Record Amounts of Soybeans in 2020,Brazilian Farmers to Plant 6.7% more Wheat in 2020,Future of Paraguay-Parana River System Focus of Virtual Meeting,Port of Paranagua Loads Largest Vessel ever to Dock at the Port,2020 U.S. Crop Conditions Improve with Warmer Temperatures,Conab Lowers Brazil Corn Estimate Corn Prices Decline in Brazil,Agricultural Equipment Sales Surge in Brazil,,"3,29",1,0
2020-06-09,Cotton Harvest Starting in Brazil Farmers will Plant Less in 2020/21,"""Soybean-Free"" Period Starts June 15th in Mato Grosso",Port of Paranagua Loads Largest Vessel ever to Dock at the Port,Port of Paranagua Exports Record Amounts of Soybeans in 2020,"Conab Lowers Brazil Corn Estimate, Corn Prices Decline in Brazil","Cotton Harvest Starting in Brazil, Farmers will Plant Less in 2020/21",2020 U.S. Crop Conditions Improve with Warmer Temperatures,Brazilian Farmers to Plant 6.7% more Wheat in 2020,Future of Paraguay-Parana River System Focus of Virtual Meeting,Conab Lowers Brazil Corn Estimate Corn Prices Decline in Brazil,"3,29",1,0
2020-06-12,"Brazil's Harvest Plan-5.8% More Money, 1-2% Lower Interest Rates",2019/20 Brazil Safrinha Corn 5.5% Harvested,Brazil's Harvest Plan-5.8% More Money 1-2% Lower Interest Rates,"Cotton Harvest Starting in Brazil, Farmers will Plant Less in 2020/21",Farmers in Mato Grosso do Sul have Sold 42% of their Corn,2020 U.S. Corn Condition Declines Soybeans Unchanged,Cotton Harvest Starting in Brazil Farmers will Plant Less in 2020/21,"2020 U.S. Corn Condition Declines, Soybeans Unchanged","""Soybean-Free"" Period Starts June 15th in Mato Grosso",,"3,3",0,0
2020-06-15,Brazil's Harvest Plan-5.8% More Money 1-2% Lower Interest Rates,Farmers in Mato Grosso do Sul have Sold 42% of their Corn,2020 U.S. Corn Condition Declines Soybeans Unchanged,Brazil Ethanol Producers Look to California as Alternative Market,Cotton Harvest Starting in Brazil Farmers will Plant Less in 2020/21,"Cotton Harvest Starting in Brazil, Farmers will Plant Less in 2020/21","2020 U.S. Corn Condition Declines, Soybeans Unchanged","Brazil's Harvest Plan-5.8% More Money, 1-2% Lower Interest Rates",2019/20 Brazil Safrinha Corn 5.5% Harvested,,"3,3",0,-1
2020-06-18,Soy Planting Complete in Brazil's Northernmost State of Roraima,Brazil's Harvest Plan-5.8% More Money 1-2% Lower Interest Rates,Brazil Ethanol Producers Look to California as Alternative Market,Forward Contracting of Brazil Soybeans Should Slow,Farmers in Mato Grosso do Sul have Sold 42% of their Corn,Brazil Already Committed to 26-28 Million Tons of Corn Exports,"Brazil's Harvest Plan-5.8% More Money, 1-2% Lower Interest Rates",Brazil's Harvest Plan 2020/21 - More Money Lower Interest Rates,"2020 U.S. Crop Condition-Split Decision, Corn up 1% Soy Down 2%",2020 U.S. Crop Condition-Split Decision Corn up 1% Soy Down 2%,"3,28",1,0
2020-06-21,Forward Contracting of Brazil Soybeans Should Slow,2020 U.S. Crop Condition-Split Decision Corn up 1% Soy Down 2%,"2020 U.S. Crop Condition-Split Decision, Corn up 1% Soy Down 2%",Soy Planting Complete in Brazil's Northernmost State of Roraima,Depressed Ethanol Sales in Brazil show Signs of Recovery,Safrinha Corn Harvest in Mato Grosso is 16% Parana is 4%,"Safrinha Corn Harvest in Mato Grosso is 16%, Parana is 4%","Brazil's Harvest Plan 2020/21 - More Money, Lower Interest Rates",Brazil Already Committed to 26-28 Million Tons of Corn Exports,Early Safrinha Corn Harvest Underway in Eastern Goias,"3,23",1,1
2020-06-24,2020 U.S. Crop Conditions Improve 1% for both Corn and Soybeans,"Brazil's Harvest Plan 2020/21 - More Money, Lower Interest Rates",Forward Contracting of Brazil Soybeans Should Slow,Currency Volatility Spurred Soybean Sales in Brazil,Early Safrinha Corn Harvest Underway in Eastern Goias,Brazil's Harvest Plan 2020/21 - More Money Lower Interest Rates,"Safrinha Corn Harvest in Mato Grosso is 16%, Parana is 4%",Brazil's Winter Wheat Crop off to a Generally Good Start,Safrinha Corn Harvest in Mato Grosso is 16% Parana is 4%,Depressed Ethanol Sales in Brazil show Signs of Recovery,"3,26",1,1
2020-06-27,Brazil's Agricultural Gross Domestic Product Hits New Record,Currency Volatility Spurred Soybean Sales in Brazil,Swarming Locusts (Grasshoppers) Worries Argentina and Brazil,2020 U.S. Crop Conditions Improve 1% for both Corn and Soybeans,"""Bomb Cyclone"" Causes Widespread Damage in Southern Brazil",Brazil's Winter Wheat Crop off to a Generally Good Start,Increased Acreage and Late Rains Help Brazil Safrinha Corn,,,,"3,41",1,0
2020-06-30,2020 U.S. Crop Conditions Improve 1% for both Corn and Soybeans,Appears Locust Swarm in Northeastern Argentina is under Control,"""Bomb Cyclone"" Causes Widespread Damage in Southern Brazil",Swarming Locusts (Grasshoppers) Worries Argentina and Brazil,Brazil's Agricultural Gross Domestic Product Hits New Record,Brazil's Winter Wheat Crop off to a Generally Good Start,Increased Acreage and Late Rains Help Brazil Safrinha Corn,,,,"3,45",0,0
2020-07,2020 U.S. Corn Condition Declines 1% Soybeans Improve 1%,Port of Paranagua to Continue Loading very Large Grain Vessels,Corn Prices in Brazil supported by Exports Livestock and Ethanol,2020 U.S. Crops in Good Condition Estimates Moving Higher,2020/21 Argentina Soybean and Corn Acreage Estimates,2020/21 Paraguay Soybean and Corn Acreage Estimates,2020 U.S. Corn Condition Unchanged Soybeans up 1% to 73% G/Ex,Brazilian Corn Acreage could Increase 2.3% in 2020/21,Brazilian Soybean Acreage could Increase 4.2% in 2020/21,2020 U.S. Corn Estimates moving Higher,"3,33",1,1
2020-07,2020 U.S. Corn Condition Declines 1% Soybeans Improve 1%,Corn Prices in Brazil supported by Exports Livestock and Ethanol,2020/21 Argentina Soybean and Corn Acreage Estimates,2020/21 Paraguay Soybean and Corn Acreage Estimates,2020 U.S. Corn Condition Unchanged Soybeans up 1% to 73% G/Ex,Itaipu Dam releasing more Water to Aid Paraguay Soybean Barges,Brazilian Corn Acreage could Increase 2.3% in 2020/21,Brazilian Soybean Acreage could Increase 4.2% in 2020/21,2020 U.S. Corn and Soy Crops Improve 3% to 72% Good to Excellent,Completion of Highway BR-163 lowers Transportation Costs 25%,"8,78",1,1
2020-07-03,"2020 U.S. Soybeans Starting to Bloom, Dryness is a Concern",Worrisome Forecast for Corn in Eastern Corn Belt,"2020 U.S. Corn Condition Declines 2%, Soy Condition Unchanged",Appears Locust Swarm in Northeastern Argentina is under Control,2020 U.S. Corn Condition Declines 2% Soy Condition Unchanged,Conab Increases Soy Estimate 0.4 mt Lowers Corn Estimate 0.4 mt,Brazil's Logistics Performing Better than Expected during Pandemic,"Conab Increases Soy Estimate 0.4 mt, Lowers Corn Estimate 0.4 mt","Port of Paranagua Recovered from ""Bomb Cyclone""",2020 U.S. Soybeans Starting to Bloom Dryness is a Concern,"3,46",0,-1
2020-07-06,Worrisome Forecast for Corn in Eastern Corn Belt,Appears Locust Swarm in Northeastern Argentina is under Control,Conab Increases Soy Estimate 0.4 mt Lowers Corn Estimate 0.4 mt,"2020 U.S. Corn Condition Declines 2%, Soy Condition Unchanged",Brazil's Logistics Performing Better than Expected during Pandemic,2020 U.S. Corn Condition Declines 2% Soy Condition Unchanged,"Conab Increases Soy Estimate 0.4 mt, Lowers Corn Estimate 0.4 mt","Port of Paranagua Recovered from ""Bomb Cyclone""","2020 U.S. Soybeans Starting to Bloom, Dryness is a Concern",Domestic Soybean Prices Strengthen in Brazil as Supply Tightens,"3,44",0,-1
2020-07-09,Numerous Infrastructure Projects in Mato Grosso moving Forward,2020 U.S. Corn Condition Down 2% (G/E) Soybeans Down 3% (G/E),Clearing of Native Cerrado Land in Brazil Lowest in 18 Years,Conab Increases Soy Estimate 0.4 mt Lowers Corn Estimate 0.4 mt,"2020 U.S. Corn Condition Down 2% (G/E), Soybeans Down 3% (G/E)",Brazil's Agricultural Exports Soared in June to Record Levels,2020 U.S. Soybeans Starting to Bloom Dryness is a Concern,Domestic Soybean Prices Strengthen in Brazil as Supply Tightens,2020 U.S. Corn Rated 69% Good to Excellent down 2%,"2020 U.S. Soybeans Starting to Bloom, Dryness is a Concern","3,33",0,-1
2020-07-15,New Swarm of Grasshoppers/Locust forming in Paraguay,2020 U.S. Corn Rated 69% Good to Excellent down 2%,Ferrograo Railroad in Mato Grosso one Step Closer to Fruition,2020 U.S. Corn Condition Steady Soybeans Improve 1%,Corn Ethanol Facilities to be Inaugurated by Brazilian President,"2020 U.S. Corn Rated 69% Good to Excellent, down 2%","2020 U.S. Corn Condition Steady, Soybeans Improve 1%",Numerous Infrastructure Projects in Mato Grosso moving Forward,Economic Outlook for Brazilian Farmers the Best in Recent Years,Brazil's Soybean Exports Continue at a Record Pace,"3,28",0,0
2020-07-21,Paranagua Sets New Record Loading 104200 Tons on One Vessel,"More than Half of 2020 U.S. Corn Pollinated, Rains Benefit",2020 U.S. Soy Entering Pod Set under Generally Good Conditions,Completion of Highway BR-163 lowers Transportation Costs 25%,More than Half of 2020 U.S. Corn Pollinated Rains Benefit,"Paranagua Sets New Record Loading 104,200 Tons on One Vessel",Three Swarms of Locust now in N. Argentina and S. Paraguay,Ferrograo Railroad in Mato Grosso one Step Closer to Fruition,Brazil to Export Record Soy in July but it is also Importing Soy,2020 U.S. Corn Condition Steady Soybeans Improve 1%,"3,26",0,-1
2020-07-24,Completion of Highway BR-163 lowers Transportation Costs 25%,2020 U.S. Corn Estimates moving Higher,Brazilian Soybean Acreage could Increase 4.2% in 2020/21,Brazilian Farmers could make Record Profits on their 2020/21 Crops,"First Locust Swarm under Control in Argentina, Two More to Go",Paranagua Sets New Record Loading 104200 Tons on One Vessel,First Locust Swarm under Control in Argentina Two More to Go,"Paranagua Sets New Record Loading 104,200 Tons on One Vessel",Brazil's Agricultural Exports to China continue to set Records,2020 U.S. Corn and Soy Crops Improve 3% to 72% Good to Excellent,"3,2",0,-1
2020-07-27,Brazilian Farmers could make Record Profits on their 2020/21 Crops,Brazilian Soybean Acreage could Increase 4.2% in 2020/21,"First Locust Swarm under Control in Argentina, Two More to Go",Brazilian Corn Acreage could Increase 2.3% in 2020/21,2020 U.S. Corn Estimates moving Higher,2020 U.S. Corn and Soy Crops Improve 3% to 72% Good to Excellent,Brazil's Agricultural Exports to China continue to set Records,Completion of Highway BR-163 lowers Transportation Costs 25%,First Locust Swarm under Control in Argentina Two More to Go,,"3,18",0,-1
2020-07-30,2020 U.S. Corn Condition Unchanged Soybeans up 1% to 73% G/Ex,First Locust Swarm under Control in Argentina Two More to Go,Brazilian Corn Acreage could Increase 2.3% in 2020/21,2020/21 Paraguay Soybean and Corn Acreage Estimates,"First Locust Swarm under Control in Argentina, Two More to Go",Itaipu Dam releasing more Water to Aid Paraguay Soybean Barges,Brazilian Farmers may produce a Record Large Wheat Crop in 2020,2020/21 Argentina Soybean and Corn Acreage Estimates,Brazilian Soybean Acreage could Increase 4.2% in 2020/21,"2020 U.S. Corn Condition Unchanged, Soybeans up 1% to 73% G/Ex","3,14",0,0
2020-08,Mato Grosso to Produce More Corn than Soybeans in 2020/21,U.S. Corn Condition down 1 to 61% G/E Soy down 1 to 65% G/E,Annual Month-By-Month Crop Production Cycle in Brazil,Strong Exports Forces Brazil to Import Soybeans Corn and Rice,Spot Commodity Prices in Mato Grosso near Record High Levels,2020 U.S. Corn Condition Declines 2% Corn is 12% Mature,2020 U.S. Soybean Condition Declines 3% 8% Dropping Leaves,2020 U.S. Corn Crop Declines 2% G/E Soybeans Decline 3% G/E,Brazil Backtracks on Suspension of Tariffs for Imported Grain,If Needed Brazil will temporarily suspend Tariffs on Soy Corn Rice,"3,2",0,-1
2020-08,Mato Grosso to Produce More Corn than Soybeans in 2020/21,Soybean Planting Starts in Parana Brazil Today September 10th,U.S. Corn Condition down 1 to 61% G/E Soy down 1 to 65% G/E,Potential Long Term Soybean Expansion in Brazil,Annual Month-By-Month Crop Production Cycle in Brazil,Strong Exports Forces Brazil to Import Soybeans Corn and Rice,Spot Commodity Prices in Mato Grosso near Record High Levels,Soy Stocks Tight in Brazil may be Tight Again Second Half of 2021,2020 U.S. Corn Condition Declines 2% Corn is 12% Mature,2020 U.S. Soybean Condition Declines 3% 8% Dropping Leaves,"8,87",1,1
2020-08-02,Corn Prices in Brazil supported by Exports Livestock and Ethanol,Itaipu Dam releasing more Water to Aid Paraguay Soybean Barges,2020 U.S. Corn Condition Unchanged Soybeans up 1% to 73% G/Ex,2020 U.S. Crops in Good Condition Estimates Moving Higher,2020/21 Argentina Soybean and Corn Acreage Estimates,Brazilian Farmers may produce a Record Large Wheat Crop in 2020,"2020 U.S. Crops in Good Condition, Estimates Moving Higher",Fifth Swarm of Locust advancing in Northern Argentina,"2020 U.S. Corn Condition Unchanged, Soybeans up 1% to 73% G/Ex",2020/21 Paraguay Soybean and Corn Acreage Estimates,"3,11",1,1
2020-08-05,Port of Paranagua to Continue Loading very Large Grain Vessels,"2020 U.S. Corn Condition Declines 1%, Soybeans Improve 1%",2020/21 Paraguay Soybean and Corn Acreage Estimates,2020/21 Argentina Soybean and Corn Acreage Estimates,Corn Prices in Brazil supported by Exports Livestock and Ethanol,2020 U.S. Crops in Good Condition Estimates Moving Higher,"2020 U.S. Crops in Good Condition, Estimates Moving Higher",2020 U.S. Corn Condition Declines 1% Soybeans Improve 1%,Fifth Swarm of Locust advancing in Northern Argentina,Marfrig Global Foods's Goal is Zero Deforestation within 10 Years,"3,1",1,1
2020-08-17,"2020 U.S. Corn down 2% to 69% gd/ex, Soy down 2% to 72%",2020/21 Full-Season Corn Planting Underway in Rio Grande do Sul,U.S. Soybeans Impacted much less than Corn from Derecho Storm,Brazilian Farmers Forward Contracting their Soy at a Record Pace,Corn Source for 8.8% of Brazil's Ethanol Production in 2020/21,Damage to U.S. Corn from Derecho Storm still being Evaluated,Meteorologists Predicting Dry Start to Planting in Brazil,Highway BR-163 in Northern Brazil Target of Indigenous Protestors,2020 U.S. Corn down 2% to 69% gd/ex Soy down 2% to 72%,,"3,27",1,1
2020-08-23,"2020 U.S. Corn Condition Declines 5% G/E, Soy Declines 3% G/E",2020 U.S. Soybean Condition Declines 3% to 69% Rated G/E,"Weather in Brazil- Hot and Dry North, Cold and Wet South",Conab Estimates an 8% Increase in 2020/21 Brazil Grain Production,2020 U.S. Corn Condition Declines 5% G/E Soy Declines 3% G/E,2020 U.S. Corn Condition Declines 5% to 64% Rated G/E,Weather in Brazil- Hot and Dry North Cold and Wet South,Conab Increased Brazil Soy Production 14.4 mt for Last Seven Years,If Needed Brazil will temporarily suspend Tariffs on Soy Corn Rice,"If Needed, Brazil will temporarily suspend Tariffs on Soy, Corn, Rice","3,44",1,1
2020-08-26,Brazil Backtracks on Suspension of Tariffs for Imported Grain,Conab Estimates an 8% Increase in 2020/21 Brazil Grain Production,2020 U.S. Soybean Condition Declines 3% to 69% Rated G/E,"If Needed, Brazil will temporarily suspend Tariffs on Soy, Corn, Rice",If Needed Brazil will temporarily suspend Tariffs on Soy Corn Rice,Ag Expansion in Mato Grosso Supported by Three New Railroads,2020 U.S. Corn Condition Declines 5% to 64% Rated G/E,Conab Increased Brazil Soy Production 14.4 mt for Last Seven Years,"2020 U.S. Corn Crop Declines 2% G/E, Soybeans Decline 3% G/E",2020 U.S. Corn Crop Declines 2% G/E Soybeans Decline 3% G/E,"3,52",1,1
2020-08-29,Ag Expansion in Mato Grosso Supported by Three New Railroads,2020 U.S. Soybean Condition Declines 3% 8% Dropping Leaves,Spot Commodity Prices in Mato Grosso near Record High Levels,"2020 U.S. Corn Crop Declines 2% G/E, Soybeans Decline 3% G/E","2020 U.S. Soybean Condition Declines 3%, 8% Dropping Leaves",Brazil Backtracks on Suspension of Tariffs for Imported Grain,"Soy Stocks Tight in Brazil, may be Tight Again Second Half of 2021","2020 U.S. Corn Condition Declines 2%, Corn is 12% Mature",2020 U.S. Corn Crop Declines 2% G/E Soybeans Decline 3% G/E,2020 U.S. Corn Condition Declines 2% Corn is 12% Mature,"3,57",1,1
2020-09,2020/21 Argentina Corn 15.4% Planted 20.8% Average,Corn Prices in Southern Brazil hit R$ 70.00 per sack ($5.80 per bu.),Soybean Oil Prices in Brazil Record High Carryover Record Low,"""Northern Arc"" of Ports Increase Share of Brazil's Grain Exports",Corn Prices in Mato Grosso continue to Set Record Highs,2020 U.S. Corn 15% Harvested Soybeans 20% Harvested,2020 U.S. Corn Condition 61% G/E 8% Harvested,2020 U.S. Corn Condition Improves 1% G/E Soybeans Unchanged,U.S. Registers Sale of 30000 Tons of Rice to Brazil,2020 U.S. Corn Yield Estimated at 176.0 bu/ac,"3,42",1,1
2020-09,2020/21 Brazil Soybeans 1.6% Planted Average is 4.5%,Brazil Soybeans R$ 160.00 per sack (approximately $13.35 per bu.),Corn Prices in Southern Brazil hit R$ 70.00 per sack ($5.80 per bu.),Soybean Oil Prices in Brazil Record High Carryover Record Low,"""Northern Arc"" of Ports Increase Share of Brazil's Grain Exports",Corn Prices in Mato Grosso continue to Set Record Highs,2020 U.S. Corn 15% Harvested Soybeans 20% Harvested,Soybean Supply Situation in Brazil Getting even Tighter,2020 U.S. Soybean Condition 63% G/E 6% Harvested,2020 U.S. Corn Condition Improves 1% G/E Soybeans Unchanged,"9,34",1,1
